Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,GDP,prediccion,prob_Dropout,prob_Enrolled,prob_Graduate,riesgo_dropout_pct
1,44,1,9119,1,39,150.0,19,37,9,9,150.0,1,1,1,1,0,20,12.4,1.79,Enrolled,27.8,69.0,3.2,27.8
2,39,1,9991,0,1,133.1,37,37,9,9,126.5,0,0,1,0,0,27,7.6,0.32,Enrolled,27.8,50.5,21.8,27.8
2,42,1,9991,0,1,130.0,3,2,2,2,130.0,0,0,1,1,0,27,12.7,-1.7,Enrolled,27.7,56.5,15.8,27.7
1,17,4,9773,1,1,121.0,1,19,9,8,120.3,1,1,1,1,1,19,8.9,3.51,Graduate,27.7,23.3,49.0,27.7
1,39,1,9500,1,1,130.0,38,1,9,4,140.0,1,0,1,0,0,24,12.7,-1.7,Enrolled,27.7,42.4,30.0,27.7
1,51,1,9119,1,1,140.0,1,19,4,4,150.0,0,0,1,1,0,23,8.9,3.51,Enrolled,27.5,60.0,12.5,27.5
4,39,1,9500,1,1,140.0,38,37,7,7,101.5,1,0,1,0,0,24,10.8,1.74,Enrolled,27.5,53.6,18.9,27.5
2,39,1,9500,1,1,133.1,37,37,9,9,109.0,1,0,1,0,0,39,7.6,0.32,Enrolled,27.4,43.5,29.1,27.4
2,1,1,9254,1,1,140.0,19,38,4,7,133.0,0,0,1,1,0,33,12.7,-1.7,Graduate,27.3,31.8,40.9,27.3
1,17,1,9254,1,1,116.0,38,37,9,6,109.7,1,0,1,0,0,22,11.1,2.02,Enrolled,27.3,41.2,31.5,27.3
1,17,6,9147,1,1,145.0,37,37,9,9,132.0,1,0,1,0,0,19,7.6,0.32,Enrolled,27.2,39.2,33.6,27.2
1,17,1,9238,1,1,148.0,1,1,4,9,129.8,0,0,1,0,0,20,15.5,-4.06,Graduate,27.2,21.4,51.4,27.2
1,17,1,9130,1,1,147.0,4,1,2,10,141.8,1,0,1,0,0,19,13.9,0.79,Graduate,27.1,30.1,42.9,27.1
1,1,1,9147,1,1,131.0,3,19,1,4,118.8,0,0,1,0,0,19,16.2,-0.92,Enrolled,26.9,54.4,18.7,26.9
1,17,1,9003,1,1,126.0,37,3,5,2,116.9,0,0,1,1,0,19,13.9,0.79,Enrolled,26.9,38.2,34.9,26.9
1,1,2,9254,1,1,140.0,1,37,4,5,123.6,1,0,1,0,0,18,12.7,-1.7,Enrolled,26.9,37.7,35.4,26.9
1,39,1,8014,0,1,120.0,38,37,9,7,108.0,0,0,1,1,1,37,13.9,0.79,Graduate,26.7,24.2,49.1,26.7
2,44,1,9003,1,39,140.0,37,37,4,7,140.0,0,0,1,1,0,37,16.2,-0.92,Graduate,26.6,29.2,44.2,26.6
1,1,2,9853,1,1,123.0,19,1,194,103,115.3,1,0,1,0,0,20,11.1,2.02,Enrolled,26.5,57.3,16.2,26.5
1,1,3,9070,1,1,118.0,43,3,123,123,110.0,1,1,1,1,0,19,8.9,3.51,Enrolled,26.5,64.6,8.8,26.5
1,1,6,9853,1,1,140.0,38,38,9,7,137.6,1,0,1,0,0,18,10.8,1.74,Graduate,26.5,26.6,46.9,26.5
1,1,2,9773,1,1,142.0,38,38,9,9,132.9,1,0,1,1,0,18,10.8,1.74,Graduate,26.5,21.5,52.0,26.5
2,39,1,9991,0,1,140.0,37,37,9,10,130.0,0,0,1,0,0,34,9.4,-3.12,Enrolled,26.4,54.3,19.3,26.4
1,17,1,9238,1,1,135.0,1,19,4,4,129.1,0,0,1,0,0,19,15.5,-4.06,Graduate,26.3,26.8,46.9,26.3
1,1,3,9773,1,1,123.0,1,1,4,7,125.1,1,1,1,1,1,18,11.1,2.02,Graduate,26.3,32.2,41.5,26.3
1,44,1,9119,1,39,151.0,19,37,4,7,151.0,0,1,1,0,0,26,16.2,-0.92,Enrolled,26.2,69.1,4.6,26.2
1,1,1,171,1,1,137.0,3,19,2,9,122.3,0,0,1,0,0,19,10.8,1.74,Enrolled,25.9,39.4,34.8,25.9
2,39,1,9991,0,1,110.0,37,37,9,3,127.1,0,0,1,0,0,34,7.6,0.32,Enrolled,25.8,47.3,26.9,25.8
1,39,1,9500,1,1,120.0,1,3,175,121,105.9,0,0,1,0,0,35,11.1,2.02,Enrolled,25.8,54.7,19.5,25.8
1,17,5,9147,1,1,133.0,1,1,4,4,129.2,1,0,1,0,0,19,7.6,0.32,Enrolled,25.8,56.0,18.1,25.8
1,1,1,9147,1,1,126.0,3,19,3,3,115.2,0,0,1,1,0,19,16.2,-0.92,Enrolled,25.8,51.5,22.7,25.8
2,39,1,9085,1,1,120.0,19,19,1,4,130.0,0,0,1,0,0,29,9.4,-3.12,Enrolled,25.7,58.7,15.6,25.7
1,1,3,9773,1,1,130.0,1,37,4,5,120.9,1,1,1,0,0,18,8.9,3.51,Enrolled,25.7,49.5,24.7,25.7
1,1,3,9254,1,1,121.0,19,37,4,7,116.8,1,0,1,0,0,21,11.1,2.02,Enrolled,25.6,42.6,31.8,25.6
1,43,1,9500,1,1,132.0,1,38,7,7,129.6,0,0,1,1,0,23,16.2,-0.92,Enrolled,25.6,46.3,28.1,25.6
1,1,2,9773,1,1,135.0,3,1,4,4,136.1,1,0,1,1,0,19,8.9,3.51,Graduate,25.6,31.1,43.3,25.6
1,39,1,9500,1,1,140.0,3,3,1,1,140.0,1,0,1,0,0,24,9.4,-3.12,Enrolled,25.6,46.5,27.9,25.6
1,42,1,9500,1,1,100.0,3,19,2,8,153.0,0,0,1,1,0,22,15.5,-4.06,Graduate,25.5,32.3,42.3,25.5
1,39,1,9500,1,1,130.0,19,19,9,8,105.8,0,0,1,0,0,26,13.9,0.79,Enrolled,25.5,50.7,23.8,25.5
1,17,1,9147,1,1,124.0,38,19,6,10,126.8,1,0,1,0,0,20,15.5,-4.06,Enrolled,25.1,50.3,24.7,25.1
1,7,1,9085,1,40,140.0,1,19,5,5,140.0,1,0,1,0,0,23,12.4,1.79,Graduate,25.0,27.5,47.5,25.0
1,43,1,9147,1,1,141.0,37,37,9,9,130.2,0,0,1,1,0,24,9.4,-3.12,Enrolled,25.0,66.7,8.3,25.0
1,1,1,9670,1,1,125.0,19,1,7,4,122.6,0,0,1,1,0,21,9.4,-3.12,Enrolled,25.0,56.5,18.5,25.0
1,51,1,9147,1,1,130.0,1,1,4,4,120.0,0,0,1,0,0,21,11.1,2.02,Enrolled,25.0,55.6,19.4,25.0
1,17,1,9238,1,1,136.0,38,1,9,4,129.7,0,0,1,0,0,19,15.5,-4.06,Graduate,25.0,26.2,48.8,25.0
1,17,4,9147,1,1,122.0,19,19,5,7,116.4,1,1,1,0,1,18,11.1,2.02,Enrolled,24.9,41.2,33.8,24.9
1,17,3,9238,1,1,125.0,19,19,7,8,121.5,0,0,1,0,0,19,13.9,0.79,Graduate,24.7,29.6,45.7,24.7
1,17,1,9991,0,40,127.0,37,37,6,6,124.9,0,0,1,0,0,29,16.2,-0.92,Graduate,24.6,22.7,52.7,24.6
1,1,1,9670,1,1,131.0,1,1,4,9,122.3,0,0,1,1,0,19,9.4,-3.12,Enrolled,24.6,47.2,28.1,24.6
1,51,1,9556,1,1,131.0,1,37,152,193,126.6,1,0,1,1,0,23,8.9,3.51,Enrolled,24.3,53.9,21.7,24.3
1,1,1,9238,1,1,125.0,1,1,5,5,128.5,0,0,1,1,0,20,16.2,-0.92,Graduate,24.2,24.3,51.4,24.2
1,17,3,9119,1,1,138.0,3,3,3,4,125.4,1,0,1,1,0,19,8.9,3.51,Enrolled,24.1,70.8,5.1,24.1
1,1,2,9147,1,1,140.0,19,19,9,4,127.8,1,0,1,1,0,23,9.4,-3.12,Enrolled,24.1,61.7,14.2,24.1
1,39,1,9085,1,1,133.1,3,3,4,2,144.9,1,0,1,0,0,26,12.4,1.79,Enrolled,24.1,51.3,24.7,24.1
1,1,1,9238,1,1,136.0,38,38,0,7,133.2,1,0,1,0,0,19,7.6,0.32,Graduate,24.0,12.6,63.5,24.0
1,1,1,9254,1,1,100.0,19,19,5,5,101.8,1,0,1,0,0,21,12.4,1.79,Enrolled,24.0,49.7,26.3,24.0
1,17,1,9500,1,1,131.0,1,1,5,5,126.3,0,0,1,1,0,19,16.2,-0.92,Graduate,24.0,35.2,40.8,24.0
1,1,3,9147,1,1,124.0,1,1,5,3,116.7,1,0,1,1,0,19,7.6,0.32,Enrolled,23.9,56.9,19.2,23.9
1,44,1,9070,1,39,120.0,1,19,5,8,119.8,0,0,1,1,0,21,12.4,1.79,Enrolled,23.8,53.9,22.3,23.8
1,17,1,9853,1,1,160.0,1,38,4,10,144.3,1,0,1,0,0,18,9.4,-3.12,Enrolled,23.8,54.8,21.4,23.8
1,1,1,9238,1,1,170.0,37,37,0,0,150.8,1,0,1,0,0,27,7.6,0.32,Graduate,23.7,4.1,72.3,23.7
1,15,1,9130,1,1,133.1,1,1,4,4,100.0,0,0,1,0,0,26,8.9,3.51,Enrolled,23.4,40.1,36.6,23.4
1,39,1,9500,1,1,123.0,19,1,1,1,140.8,0,0,1,0,0,25,10.8,1.74,Enrolled,23.4,41.6,34.9,23.4
1,17,1,9853,1,1,126.0,1,37,7,9,132.7,0,0,1,0,1,18,10.8,1.74,Graduate,23.4,35.2,41.4,23.4
1,1,2,171,1,1,140.0,1,3,3,3,138.3,1,0,1,0,0,18,12.4,1.79,Graduate,23.4,21.5,55.1,23.4
1,1,1,9147,1,1,150.0,37,37,9,9,134.6,0,0,1,1,0,20,9.4,-3.12,Enrolled,23.4,57.5,19.1,23.4
1,1,2,9773,1,1,124.0,3,3,3,4,114.6,1,0,1,0,0,21,11.1,2.02,Graduate,23.3,37.6,39.1,23.3
1,43,1,9003,1,1,120.0,1,1,4,10,134.4,0,0,1,1,0,24,15.5,-4.06,Enrolled,23.3,53.0,23.7,23.3
1,1,1,9130,1,1,152.0,2,22,4,3,146.1,1,0,1,0,0,18,10.8,1.74,Graduate,23.3,17.9,58.8,23.3
1,51,1,9670,1,1,133.1,3,1,3,10,116.2,0,0,1,1,0,24,11.1,2.02,Enrolled,23.2,48.7,28.1,23.2
1,17,1,9670,1,1,149.0,19,37,7,4,134.3,0,0,1,0,0,20,10.8,1.74,Enrolled,23.2,41.2,35.7,23.2
1,1,1,9119,1,1,142.0,1,38,4,3,129.8,1,0,1,1,0,18,10.8,1.74,Enrolled,23.2,61.7,15.1,23.2
2,43,1,8014,0,1,160.0,37,39,9,4,140.9,0,0,1,0,0,50,16.2,-0.92,Graduate,23.0,35.4,41.6,23.0
1,39,1,9991,0,1,100.0,19,37,5,5,120.7,0,0,1,0,0,28,7.6,0.32,Enrolled,22.9,66.5,10.6,22.9
1,1,3,9254,1,1,121.0,19,19,9,9,125.9,1,0,1,0,0,22,9.4,-3.12,Enrolled,22.9,48.4,28.6,22.9
1,1,1,9500,1,1,123.0,37,37,7,7,119.7,0,0,1,1,0,20,13.9,0.79,Graduate,22.9,36.6,40.6,22.9
1,1,1,9070,1,1,124.0,37,37,9,9,125.4,1,0,1,1,0,19,9.4,-3.12,Enrolled,22.7,47.5,29.7,22.7
1,1,1,9773,1,1,128.0,37,1,9,7,124.2,1,0,1,0,0,18,15.5,-4.06,Graduate,22.7,32.2,45.1,22.7
1,1,1,171,1,1,163.0,19,1,9,7,143.1,0,0,1,1,0,18,9.4,-3.12,Enrolled,22.7,45.2,32.1,22.7
1,1,1,171,1,1,143.0,3,38,2,10,129.7,1,0,1,0,0,18,13.9,0.79,Enrolled,22.6,40.4,37.0,22.6
1,44,1,9003,1,39,130.0,37,37,9,10,130.0,0,0,1,1,0,25,15.5,-4.06,Enrolled,22.5,53.8,23.7,22.5
1,17,2,9556,1,1,133.1,37,38,9,8,106.0,1,0,1,0,0,19,8.9,3.51,Enrolled,22.5,46.7,30.7,22.5
1,17,1,9773,1,1,130.0,19,38,4,9,126.2,0,0,1,1,1,18,16.2,-0.92,Graduate,22.5,18.2,59.3,22.5
1,39,1,8014,0,1,120.0,37,37,7,8,120.0,0,0,1,0,1,27,15.5,-4.06,Graduate,22.4,28.5,49.2,22.4
1,43,1,9147,1,1,123.0,37,38,7,7,110.0,0,0,1,1,0,25,9.4,-3.12,Enrolled,22.3,73.2,4.5,22.3
1,15,1,9119,1,1,133.1,1,3,5,8,100.0,0,1,1,1,0,21,11.1,2.02,Enrolled,22.3,73.2,4.5,22.3
1,1,1,171,1,1,136.0,3,37,2,8,121.7,1,0,1,0,0,18,9.4,-3.12,Enrolled,22.3,53.5,24.2,22.3
1,1,3,9070,1,1,129.0,5,3,5,7,124.8,1,0,1,0,0,21,12.4,1.79,Graduate,22.3,35.9,41.8,22.3
1,5,2,9070,1,1,143.0,1,1,4,10,146.2,1,0,1,1,0,18,16.2,-0.92,Enrolled,22.1,44.5,33.4,22.1
1,17,3,9238,1,1,141.0,3,3,2,2,124.9,1,0,1,0,0,19,12.7,-1.7,Graduate,22.1,37.9,40.0,22.1
1,17,3,9500,1,1,143.0,3,3,9,7,129.0,1,0,1,1,0,19,13.9,0.79,Graduate,22.1,35.8,42.1,22.1
1,1,1,9238,1,1,140.0,19,38,9,9,132.0,0,0,1,1,0,19,16.2,-0.92,Graduate,22.1,22.0,55.9,22.1
1,1,1,9773,1,1,146.0,37,38,9,7,128.5,0,1,1,0,0,19,10.8,1.74,Enrolled,22.1,42.7,35.2,22.1
1,39,1,8014,0,1,120.0,19,37,8,7,100.0,1,0,1,0,0,24,9.4,-3.12,Enrolled,22.0,66.9,11.0,22.0
1,1,4,9670,1,1,133.0,1,2,4,7,121.1,1,0,1,0,0,18,13.9,0.79,Graduate,22.0,33.5,44.5,22.0
2,39,1,9147,1,1,110.0,37,37,9,10,140.0,0,0,1,0,0,41,9.4,-3.12,Enrolled,22.0,63.9,14.1,22.0
1,1,1,9147,1,1,135.0,1,38,5,5,122.4,0,1,1,0,0,19,13.9,0.79,Enrolled,21.9,64.5,13.6,21.9
1,17,1,9853,1,1,119.0,3,3,132,132,110.6,0,0,1,0,0,20,11.1,2.02,Enrolled,21.9,66.8,11.3,21.9
1,43,2,9670,1,1,129.0,3,3,5,5,122.4,1,0,1,0,0,19,12.7,-1.7,Enrolled,21.9,54.2,23.9,21.9
1,44,1,9003,1,39,150.0,4,5,4,2,150.0,0,0,1,1,0,21,16.2,-0.92,Graduate,21.8,33.7,44.5,21.8
1,43,1,9147,1,1,131.0,19,38,9,9,129.7,1,0,1,0,0,19,16.2,-0.92,Enrolled,21.8,63.2,15.0,21.8
2,1,1,9556,1,1,144.0,19,19,193,144,139.8,0,1,1,1,0,24,10.8,1.74,Enrolled,21.7,55.2,23.2,21.7
1,1,1,9670,1,1,120.0,1,1,9,9,129.1,1,0,1,1,0,18,10.8,1.74,Enrolled,21.7,39.5,38.8,21.7
1,17,1,9070,1,1,123.0,4,37,2,9,113.9,0,0,1,0,0,18,15.5,-4.06,Enrolled,21.6,44.8,33.5,21.6
1,17,5,9670,1,1,125.0,1,19,9,7,119.4,1,0,1,0,0,18,11.1,2.02,Graduate,21.5,33.6,44.9,21.5
1,15,1,171,1,1,130.0,1,1,2,9,130.0,0,0,1,1,0,21,8.9,3.51,Graduate,21.5,37.3,41.2,21.5
1,43,4,9147,1,1,124.0,37,37,9,9,117.4,0,0,1,0,0,19,7.6,0.32,Enrolled,21.5,62.1,16.4,21.5
1,1,1,9254,1,1,138.0,38,19,9,10,133.1,0,0,1,0,0,18,15.5,-4.06,Graduate,21.5,36.3,42.2,21.5
1,1,1,9085,1,1,134.0,37,19,9,9,136.8,1,0,1,1,0,20,10.8,1.74,Graduate,21.5,38.4,40.1,21.5
1,44,1,9085,1,39,140.0,19,37,5,7,140.0,1,0,1,1,0,19,12.4,1.79,Enrolled,21.4,53.7,24.9,21.4
1,1,1,9238,1,1,136.0,4,5,2,2,126.2,0,0,1,1,0,22,10.8,1.74,Graduate,21.3,26.4,52.3,21.3
2,39,1,9500,1,1,100.0,37,38,4,4,130.0,0,0,1,1,1,33,12.7,-1.7,Graduate,21.2,32.2,46.6,21.2
1,17,1,9147,1,1,137.0,1,3,7,3,131.1,1,1,1,0,1,19,8.9,3.51,Enrolled,21.2,48.3,30.5,21.2
1,17,2,9254,1,1,130.0,19,19,7,7,121.6,1,0,1,0,1,18,12.7,-1.7,Graduate,21.0,28.3,50.7,21.0
1,17,5,9238,1,1,130.0,19,1,5,5,130.0,1,0,1,0,0,20,9.4,-3.12,Graduate,20.8,31.7,47.5,20.8
1,39,1,8014,0,1,133.1,37,37,9,9,97.0,0,0,1,0,1,35,10.8,1.74,Graduate,20.8,28.2,51.0,20.8
1,1,1,9853,1,1,120.0,19,37,5,7,115.1,0,0,1,0,1,18,15.5,-4.06,Enrolled,20.8,40.4,38.8,20.8
1,42,1,9085,1,1,100.0,1,38,4,9,100.0,1,0,1,0,1,20,13.9,0.79,Graduate,20.8,29.4,49.8,20.8
1,18,1,9773,1,1,124.0,38,37,9,8,126.8,0,0,1,1,1,21,13.9,0.79,Graduate,20.7,11.5,67.8,20.7
1,1,6,9147,1,1,128.0,37,37,9,9,116.5,0,0,1,0,0,18,7.6,0.32,Enrolled,20.7,47.4,31.9,20.7
1,17,1,9238,1,1,125.0,4,3,1,1,119.8,0,0,1,0,0,18,16.2,-0.92,Graduate,20.5,21.5,57.9,20.5
1,44,1,9085,1,39,140.0,1,19,9,9,140.0,1,0,1,0,0,20,16.2,-0.92,Enrolled,20.3,46.4,33.3,20.3
4,39,1,9500,1,19,133.1,38,1,9,4,120.0,0,0,1,0,1,35,9.4,-3.12,Graduate,20.2,32.8,47.0,20.2
1,1,2,9670,1,1,117.0,3,1,3,5,110.7,1,0,1,1,0,20,11.1,2.02,Enrolled,20.1,52.6,27.3,20.1
1,16,2,9147,1,1,131.0,37,37,9,9,135.9,1,0,1,1,0,20,7.6,0.32,Enrolled,20.0,61.7,18.3,20.0
1,17,3,9556,1,1,126.0,19,19,9,4,119.0,1,0,1,0,1,19,16.2,-0.92,Graduate,20.0,31.4,48.6,20.0
1,17,6,9147,1,1,121.0,19,38,7,9,123.8,0,0,1,0,1,19,12.7,-1.7,Graduate,19.9,31.7,48.4,19.9
1,1,2,9773,1,1,116.0,19,19,4,7,110.1,1,0,1,0,0,18,11.1,2.02,Graduate,19.8,34.4,45.8,19.8
6,39,1,8014,0,1,133.1,37,1,9,7,114.8,0,0,1,0,1,41,13.9,0.79,Graduate,19.8,26.9,53.4,19.8
1,1,1,9254,1,1,130.0,37,38,9,9,133.9,1,0,1,0,0,18,9.4,-3.12,Enrolled,19.8,44.5,35.7,19.8
1,16,6,9147,1,1,128.0,37,37,9,9,116.5,1,0,1,0,0,20,7.6,0.32,Enrolled,19.8,54.4,25.8,19.8
1,17,3,9500,1,1,142.0,3,3,3,3,132.9,1,0,1,1,0,18,12.4,1.79,Graduate,19.7,31.0,49.2,19.7
1,44,1,9085,1,39,150.0,19,19,9,9,150.0,1,0,1,0,0,23,16.2,-0.92,Enrolled,19.6,44.1,36.3,19.6
1,1,1,171,1,1,142.0,1,1,3,3,133.3,1,0,1,0,0,19,10.8,1.74,Graduate,19.6,30.4,49.9,19.6
1,18,1,9500,1,1,126.0,38,37,5,5,114.8,1,0,1,0,0,20,10.8,1.74,Graduate,19.6,27.6,52.8,19.6
1,17,3,9119,1,1,131.0,37,37,9,7,118.4,0,0,1,1,0,18,7.6,0.32,Enrolled,19.5,75.1,5.4,19.5
1,43,1,9070,1,1,130.0,37,37,9,9,129.0,1,0,1,0,0,25,9.4,-3.12,Enrolled,19.5,57.9,22.6,19.5
1,39,1,9003,1,1,140.0,19,19,9,6,135.4,1,0,1,0,0,24,12.4,1.79,Enrolled,19.4,42.2,38.4,19.4
1,1,6,9500,1,1,118.0,38,19,3,3,113.5,1,0,1,1,0,18,12.4,1.79,Graduate,19.3,17.4,63.3,19.3
1,1,1,9853,1,1,125.0,19,19,5,5,117.0,0,0,1,0,1,19,15.5,-4.06,Enrolled,19.2,43.8,37.0,19.2
1,1,1,9085,1,1,126.0,1,1,9,9,127.4,1,0,1,0,0,19,15.5,-4.06,Enrolled,19.2,42.5,38.3,19.2
1,18,1,9147,1,1,121.0,19,3,5,5,115.8,1,0,1,0,1,19,12.4,1.79,Graduate,19.1,37.8,43.1,19.1
1,44,1,9238,1,39,140.0,38,37,7,7,143.0,0,0,1,0,0,19,13.9,0.79,Graduate,19.1,30.2,50.7,19.1
1,1,1,9130,1,1,137.0,3,19,3,5,136.3,1,0,1,0,0,20,10.8,1.74,Graduate,19.1,39.7,41.2,19.1
2,39,1,9991,0,1,120.0,37,37,9,10,170.0,0,0,1,0,0,34,9.4,-3.12,Enrolled,19.0,48.2,32.8,19.0
2,39,1,8014,0,1,130.0,37,37,9,6,110.0,1,0,1,0,0,33,9.4,-3.12,Enrolled,18.9,45.5,35.6,18.9
1,17,4,9070,1,1,148.0,1,3,4,1,163.4,1,0,1,0,0,20,16.2,-0.92,Graduate,18.9,8.9,72.2,18.9
1,1,1,9085,1,1,120.0,38,19,9,3,112.7,0,0,1,1,0,19,11.1,2.02,Graduate,18.9,40.3,40.8,18.9
1,1,3,9500,1,1,135.0,38,19,8,8,126.3,1,1,1,0,1,18,15.5,-4.06,Enrolled,18.9,41.4,39.7,18.9
2,7,1,8014,0,3,130.0,19,38,3,7,130.0,0,0,1,0,0,32,10.8,1.74,Graduate,18.7,11.5,69.7,18.7
2,1,1,8014,0,1,165.0,37,37,0,0,162.9,1,0,1,1,0,45,7.6,0.32,Graduate,18.6,2.8,78.6,18.6
1,17,3,9670,1,1,122.0,1,38,3,3,114.3,1,0,1,0,0,18,11.1,2.02,Graduate,18.6,39.8,41.6,18.6
1,17,4,9500,1,1,135.0,1,1,4,4,127.0,1,0,1,0,0,18,11.1,2.02,Graduate,18.6,23.7,57.7,18.6
1,1,5,9500,1,1,111.0,3,4,4,3,108.2,1,0,1,0,0,20,12.4,1.79,Graduate,18.5,18.6,62.9,18.5
1,1,1,9085,1,1,130.0,19,38,9,9,126.9,0,1,1,0,0,24,11.1,2.02,Enrolled,18.4,57.4,24.1,18.4
1,17,4,9238,1,1,129.0,19,19,4,7,123.1,1,0,1,0,0,19,11.1,2.02,Graduate,18.4,16.5,65.1,18.4
1,17,1,9238,1,1,134.0,3,1,3,4,133.0,1,0,1,0,0,18,12.7,-1.7,Graduate,18.4,36.1,45.5,18.4
1,1,1,9254,1,1,158.0,19,39,4,8,153.5,1,0,1,0,0,20,11.1,2.02,Enrolled,18.4,48.1,33.5,18.4
1,1,1,9853,1,1,123.0,1,38,9,6,121.6,1,0,1,0,0,18,11.1,2.02,Enrolled,18.3,55.3,26.3,18.3
1,1,1,8014,0,1,123.0,3,1,2,9,127.6,1,0,1,1,0,26,10.8,1.74,Graduate,18.2,33.2,48.6,18.2
1,1,1,9670,1,1,127.0,19,1,5,7,118.3,1,0,1,0,0,18,13.9,0.79,Graduate,18.2,37.1,44.7,18.2
1,1,1,9238,1,1,117.0,38,38,175,183,113.2,1,1,1,0,0,20,11.1,2.02,Enrolled,18.1,58.3,23.6,18.1
1,1,2,9670,1,1,130.0,38,37,5,5,123.4,1,0,1,0,0,21,9.4,-3.12,Graduate,18.1,40.1,41.7,18.1
1,1,2,9500,1,1,126.0,37,1,7,7,118.7,1,0,1,0,0,19,13.9,0.79,Graduate,18.1,30.7,51.2,18.1
1,1,6,9500,1,1,122.0,1,1,3,7,114.3,1,0,1,1,0,18,11.1,2.02,Graduate,18.0,29.4,52.6,18.0
1,1,1,9853,1,1,135.0,19,12,9,7,137.1,1,0,1,0,0,18,7.6,0.32,Enrolled,18.0,52.0,30.0,18.0
1,1,2,9254,1,1,137.0,38,19,9,7,125.1,1,0,1,0,0,18,7.6,0.32,Graduate,18.0,39.1,42.9,18.0
1,17,1,171,1,1,144.0,37,37,9,6,129.3,1,0,1,1,1,18,7.6,0.32,Graduate,17.9,32.8,49.3,17.9
1,18,3,9670,1,1,119.0,38,38,9,9,115.2,1,0,1,0,1,19,12.7,-1.7,Graduate,17.8,17.8,64.4,17.8
1,17,4,9670,1,1,135.0,38,38,9,7,127.0,1,0,1,0,0,18,11.1,2.02,Graduate,17.8,21.5,60.7,17.8
1,44,1,9085,1,39,160.0,1,1,4,4,160.0,1,0,1,0,0,23,12.4,1.79,Enrolled,17.7,46.6,35.7,17.7
1,17,1,9500,1,1,143.0,37,37,9,8,130.6,1,0,1,0,0,20,16.2,-0.92,Graduate,17.7,28.6,53.7,17.7
1,1,1,9853,1,1,127.0,3,1,3,7,137.2,1,0,1,0,0,18,10.8,1.74,Enrolled,17.7,56.4,26.0,17.7
1,1,1,171,1,1,163.0,3,4,2,5,175.6,1,0,1,0,0,18,11.1,2.02,Graduate,17.6,20.0,62.4,17.6
1,1,2,9773,1,1,125.0,19,1,4,5,122.2,1,0,1,0,0,18,11.1,2.02,Graduate,17.6,36.0,46.4,17.6
1,1,2,9147,1,1,129.0,38,19,3,7,118.9,1,0,1,0,0,19,10.8,1.74,Enrolled,17.6,54.2,28.2,17.6
1,17,1,9070,1,1,139.0,1,37,4,9,131.3,1,0,1,0,0,19,7.6,0.32,Enrolled,17.5,42.4,40.1,17.5
1,17,1,9085,1,1,138.0,1,19,4,9,142.2,1,0,1,0,0,18,10.8,1.74,Graduate,17.5,36.1,46.4,17.5
1,1,1,9085,1,1,120.0,19,1,8,7,115.1,1,0,1,0,0,19,13.9,0.79,Enrolled,17.5,60.3,22.2,17.5
1,17,6,9500,1,1,136.0,3,38,2,9,125.7,1,0,1,0,0,20,11.1,2.02,Graduate,17.5,22.4,60.1,17.5
1,1,4,9119,1,1,120.0,3,1,123,152,116.9,0,0,1,1,0,18,8.9,3.51,Enrolled,17.5,74.4,8.1,17.5
1,17,1,9085,1,1,135.0,1,19,4,10,125.6,1,0,1,0,0,18,12.7,-1.7,Enrolled,17.4,50.3,32.3,17.4
1,43,1,9147,1,1,129.0,19,1,9,5,112.0,0,0,1,1,0,22,12.7,-1.7,Enrolled,17.4,77.4,5.2,17.4
1,1,2,9147,1,1,131.0,1,1,9,9,118.8,0,0,1,1,1,18,12.4,1.79,Graduate,17.3,38.4,44.3,17.3
1,44,1,9003,1,39,150.0,19,1,9,8,150.0,1,0,1,1,0,21,13.9,0.79,Enrolled,17.3,46.2,36.5,17.3
2,39,2,9556,1,1,110.0,19,38,9,9,112.8,0,0,1,0,1,26,10.8,1.74,Graduate,17.3,35.9,46.9,17.3
1,1,1,9147,1,1,125.0,38,1,3,10,114.5,1,0,1,1,0,19,9.4,-3.12,Enrolled,17.1,72.7,10.3,17.1
1,1,1,9238,1,1,124.0,37,37,7,9,121.2,0,0,1,0,0,19,7.6,0.32,Graduate,17.1,33.9,49.0,17.1
1,17,3,9147,1,1,122.0,3,38,123,171,116.1,1,1,1,1,0,19,8.9,3.51,Enrolled,17.1,78.5,4.5,17.1
1,44,1,9070,1,39,120.0,2,19,3,8,120.0,0,0,1,1,0,21,16.2,-0.92,Enrolled,17.0,63.9,19.1,17.0
1,1,1,9500,1,1,130.0,38,37,5,10,117.8,1,0,1,1,0,19,10.8,1.74,Graduate,17.0,37.4,45.6,17.0
1,1,1,171,1,1,147.0,2,3,4,8,145.3,1,0,1,0,0,18,12.4,1.79,Graduate,16.9,32.2,50.9,16.9
1,1,1,9254,1,1,145.0,3,19,3,8,134.9,1,0,1,0,0,18,12.4,1.79,Graduate,16.9,38.9,44.2,16.9
1,1,1,9238,1,1,127.0,37,37,5,10,125.3,0,0,1,1,0,19,7.6,0.32,Graduate,16.9,36.2,46.9,16.9
1,1,1,9085,1,1,138.0,38,37,9,6,126.8,1,0,1,1,0,18,10.8,1.74,Enrolled,16.8,43.3,39.9,16.8
